At1,At2,At3,At4,At5,At6,At7,At8,At9,At10,At11,At12,At13,At14,At15,At16,Class_label
100, 100, 91, 52, 76, 75, 62, 60, 44, 45, 29, 30, 15, 8, 0, 0, 1
63, 64, 29, 100, 34, 40, 51, 32, 54, 1, 8, 0, 54, 2, 100, 2, 1
0, 96, 45, 22, 60, 66, 55, 54, 40, 72, 11, 30, 45, 71, 100, 56, 7
100, 100, 58, 95, 23, 68, 1, 38, 0, 5, 55, 0, 37, 30, 7, 19, 6
20, 100, 7, 52, 34, 16, 31, 58, 67, 18, 63, 48, 100, 81, 41, 39, 8
41, 97, 28, 85, 100, 50, 76, 12, 7, 0, 25, 41, 14, 84, 87, 62, 5
100, 100, 48, 74, 15, 44, 0, 32, 13, 0, 60, 80, 97, 36, 20, 21, 6
10, 100, 61, 61, 73, 91, 82, 78, 97, 52, 100, 26, 57, 8, 0, 0, 9
52, 100, 100, 99, 45, 92, 28, 56, 57, 64, 82, 29, 49, 4, 0, 0, 5
41, 100, 38, 81, 0, 53, 19, 97, 81, 30, 100, 24, 85, 26, 82, 0, 4
0, 93, 61, 100, 100, 76, 86, 50, 72, 19, 55, 0, 91, 22, 40, 23, 7
0, 85, 28, 100, 53, 82, 97, 50, 7, 19, 25, 0, 63, 10, 100, 4, 2
86, 96, 0, 45, 16, 0, 67, 47, 100, 46, 98, 14, 48, 100, 14, 67, 0
100, 60, 12, 100, 41, 73, 89, 18, 22, 73, 90, 31, 52, 0, 0, 7, 9
13, 68, 75, 100, 28, 83, 44, 42, 49, 67, 0, 4, 31, 40, 90, 59, 8
36, 5, 18, 67, 0, 49, 33, 62, 84, 22, 100, 61, 82, 99, 32, 74, 0
42, 64, 100, 20, 51, 96, 12, 56, 53, 62, 45, 21, 50, 6, 0, 0, 5
25, 100, 2, 19, 34, 43, 72, 39, 53, 58, 100, 92, 88, 34, 84, 0, 4
35, 73, 18, 100, 85, 87, 0, 41, 7, 4, 73, 0, 100, 96, 94, 67, 0
23, 75, 77, 98, 100, 100, 42, 88, 34, 50, 84, 46, 62, 10, 0, 0, 5
25, 100, 21, 73, 18, 49, 72, 51, 100, 68, 89, 58, 79, 29, 74, 62, 4
13, 73, 46, 100, 56, 39, 40, 32, 16, 0, 40, 7, 49, 8, 91, 6, 2
13, 79, 35, 100, 58, 77, 13, 41, 0, 12, 4, 13, 55, 0, 100, 12, 2
100, 99, 52, 100, 42, 65, 41, 29, 11, 0, 0, 30, 94, 58, 100, 70, 8
66, 88, 11, 55, 17, 9, 72, 0, 100, 40, 91, 86, 55, 100, 0, 67, 0
27, 100, 0, 66, 6, 28, 45, 0, 100, 20, 100, 57, 76, 71, 79, 90, 0
61, 88, 85, 90, 0, 43, 22, 0, 73, 12, 100, 55, 78, 16, 26, 94, 0
4, 77, 54, 87, 53, 97, 53, 56, 52, 15, 0, 0, 51, 4, 100, 59, 1
33, 49, 78, 100, 57, 68, 34, 96, 0, 14, 25, 78, 3, 0, 100, 17, 2
27, 96, 16, 65, 4, 24, 53, 0, 94, 29, 36, 71, 31, 100, 9, 83, 0
45, 100, 19, 72, 0, 41, 47, 68, 100, 32, 82, 63, 78, 33, 80, 0, 4
22, 100, 2, 84, 0, 95, 31, 55, 67, 87, 97, 35, 100, 17, 93, 0, 4
0, 70, 34, 93, 82, 100, 93, 72, 67, 44, 33, 92, 49, 63, 100, 0, 2
0, 94, 41, 100, 64, 23, 49, 5, 38, 0, 23, 38, 48, 58, 100, 87, 7
18, 7, 34, 49, 65, 13, 0, 0, 21, 35, 63, 6, 100, 75, 37, 84, 8
11, 95, 46, 96, 100, 100, 67, 71, 35, 15, 55, 49, 0, 3, 39, 18, 7
0, 79, 39, 100, 82, 54, 46, 50, 86, 49, 9, 25, 57, 54, 14, 85, 3
31, 100, 0, 69, 0, 27, 38, 0, 87, 11, 100, 69, 71, 85, 23, 85, 0
0, 63, 34, 43, 58, 68, 71, 0, 51, 100, 16, 62, 51, 67, 59, 100, 5
100, 97, 26, 100, 66, 60, 89, 18, 40, 0, 0, 31, 62, 65, 77, 98, 8
26, 70, 55, 100, 69, 75, 68, 62, 100, 46, 78, 82, 36, 0, 100, 16, 3
96, 75, 8, 100, 12, 79, 96, 86, 100, 28, 89, 45, 48, 0, 70, 33, 9
96, 70, 42, 100, 46, 73, 98, 69, 100, 64, 17, 15, 52, 0, 0, 2, 9
78, 100, 64, 80, 49, 44, 95, 76, 91, 80, 100, 34, 62, 0, 0, 13, 9
33, 75, 51, 100, 46, 71, 36, 31, 0, 0, 4, 91, 52, 40, 100, 17, 2
100, 100, 67, 84, 34, 62, 17, 25, 0, 11, 42, 0, 32, 24, 100, 20, 6
4, 30, 47, 62, 55, 75, 100, 15, 96, 49, 86, 21, 47, 0, 0, 3, 9
22, 85, 61, 100, 99, 79, 61, 54, 74, 42, 100, 15, 60, 0, 0, 13, 3
93, 77, 5, 40, 19, 73, 72, 68, 90, 63, 100, 20, 58, 0, 0, 10, 9
4, 64, 32, 98, 38, 100, 82, 62, 69, 23, 0, 0, 32, 4, 100, 24, 1
100, 100, 91, 89, 8, 51, 2, 23, 46, 0, 88, 30, 43, 43, 85, 24, 6
84, 100, 33, 78, 0, 50, 43, 25, 100, 45, 98, 26, 62, 46, 39, 0, 4
57, 100, 30, 77, 8, 53, 62, 28, 65, 4, 60, 0, 100, 16, 62, 31, 6
77, 100, 32, 78, 0, 44, 7, 64, 86, 42, 100, 46, 57, 24, 39, 0, 4
16, 100, 0, 55, 64, 39, 15, 0, 12, 15, 0, 63, 19, 78, 89, 98, 5
95, 35, 91, 78, 50, 57, 12, 37, 90, 43, 100, 48, 68, 25, 55, 0, 4
21, 39, 43, 100, 44, 79, 36, 30, 0, 2, 5, 3, 53, 1, 100, 74, 1
17, 94, 67, 66, 21, 93, 63, 50, 1, 98, 81, 64, 62, 29, 47, 0, 7
96, 64, 100, 94, 50, 99, 70, 68, 0, 31, 22, 0, 47, 27, 17, 16, 6
11, 17, 38, 100, 46, 81, 28, 46, 0, 17, 21, 43, 59, 79, 100, 65, 2
29, 88, 77, 100, 35, 74, 47, 100, 100, 49, 98, 20, 56, 0, 0, 4, 3
20, 85, 65, 100, 85, 42, 67, 5, 82, 44, 93, 66, 100, 4, 0, 0, 3
65, 26, 18, 100, 39, 66, 24, 28, 55, 0, 100, 19, 53, 34, 0, 21, 6
80, 100, 42, 78, 12, 85, 0, 9, 56, 0, 100, 22, 44, 49, 8, 33, 6
31, 49, 91, 77, 32, 100, 0, 73, 25, 41, 100, 49, 74, 36, 29, 0, 9
0, 100, 40, 96, 49, 51, 72, 55, 20, 0, 0, 36, 51, 7, 100, 42, 7
100, 2, 20, 100, 22, 89, 33, 95, 47, 0, 0, 1, 26, 42, 93, 62, 8
0, 64, 25, 90, 77, 100, 76, 69, 20, 39, 18, 89, 43, 0, 100, 4, 2
67, 59, 73, 93, 16, 57, 100, 29, 78, 0, 14, 25, 43, 64, 67, 100, 8
63, 67, 74, 100, 99, 80, 73, 39, 35, 7, 93, 42, 51, 4, 100, 0, 2
94, 0, 33, 100, 16, 79, 48, 51, 11, 22, 7, 0, 53, 63, 100, 7, 2
64, 65, 28, 100, 38, 43, 36, 61, 38, 22, 73, 0, 42, 5, 100, 8, 1
4, 67, 0, 35, 17, 0, 61, 12, 93, 43, 100, 83, 61, 100, 21, 83, 0
80, 98, 90, 92, 64, 100, 62, 76, 93, 65, 85, 28, 70, 0, 0, 15, 9
50, 71, 74, 100, 100, 81, 75, 34, 42, 17, 0, 1, 33, 11, 91, 0, 2
80, 100, 100, 97, 75, 82, 55, 66, 35, 50, 25, 34, 5, 16, 0, 69, 1
18, 13, 2, 37, 44, 0, 8, 13, 33, 48, 84, 79, 3, 100, 59, 75, 8
15, 81, 54, 100, 91, 81, 43, 55, 44, 49, 100, 32, 77, 3, 0, 0, 3
100, 96, 80, 100, 42, 71, 6, 40, 0, 4, 49, 0, 25, 30, 0, 56, 6
42, 93, 5, 24, 93, 54, 18, 12, 21, 65, 0, 41, 14, 20, 97, 44, 5
16, 47, 35, 32, 90, 74, 26, 46, 0, 13, 4, 3, 53, 0, 100, 4, 2
23, 100, 16, 84, 0, 42, 73, 48, 98, 75, 68, 62, 91, 28, 62, 0, 4
100, 79, 54, 100, 21, 67, 78, 60, 98, 82, 92, 38, 60, 0, 0, 6, 9
54, 96, 59, 71, 73, 34, 30, 0, 0, 29, 49, 65, 100, 10, 31, 69, 8
100, 100, 62, 83, 34, 64, 14, 43, 0, 22, 4, 0, 59, 12, 36, 30, 6
0, 33, 40, 27, 73, 51, 100, 100, 100, 11, 33, 58, 76, 29, 73, 0, 1
100, 100, 54, 97, 16, 68, 1, 32, 65, 0, 74, 15, 76, 50, 21, 59, 6
49, 93, 89, 100, 94, 65, 68, 28, 4, 0, 100, 24, 96, 37, 0, 43, 7
0, 98, 80, 100, 100, 68, 87, 33, 59, 0, 29, 16, 10, 43, 61, 49, 7
8, 65, 0, 92, 19, 97, 100, 100, 75, 30, 36, 52, 37, 25, 41, 0, 7
74, 100, 49, 87, 12, 56, 15, 23, 44, 94, 100, 17, 42, 34, 2, 20, 6
55, 100, 1, 88, 0, 23, 1, 53, 32, 41, 67, 32, 93, 19, 100, 0, 4
41, 72, 64, 88, 24, 72, 75, 57, 94, 75, 100, 30, 38, 44, 0, 12, 9
84, 88, 39, 100, 3, 68, 0, 27, 41, 0, 91, 15, 100, 54, 84, 94, 0
0, 80, 44, 100, 47, 91, 47, 58, 48, 24, 16, 37, 27, 1, 100, 3, 1
50, 82, 8, 61, 0, 15, 50, 0, 95, 30, 100, 77, 59, 100, 80, 64, 0
16, 100, 4, 71, 0, 42, 39, 21, 81, 33, 100, 53, 80, 86, 87, 0, 4
24, 64, 16, 100, 14, 79, 35, 40, 6, 6, 11, 9, 58, 0, 23, 4, 2
98, 92, 50, 100, 56, 7, 25, 79, 9, 42, 100, 74, 58, 7, 3, 1, 3
100, 99, 62, 100, 26, 78, 2, 22, 1, 28, 38, 0, 57, 10, 20, 20, 6
0, 61, 39, 100, 76, 95, 73, 74, 70, 52, 100, 33, 100, 13, 50, 0, 3
7, 56, 36, 89, 73, 100, 42, 60, 38, 20, 0, 0, 48, 5, 100, 5, 1
100, 64, 98, 100, 51, 6, 72, 39, 83, 0, 0, 4, 31, 38, 95, 57, 8
13, 77, 5, 54, 40, 9, 6, 53, 3, 77, 60, 77, 44, 95, 100, 3, 5
59, 91, 100, 100, 89, 75, 84, 51, 85, 23, 61, 36, 23, 0, 38, 22, 3
0, 84, 33, 100, 77, 93, 50, 66, 71, 47, 100, 24, 58, 7, 11, 0, 3
42, 100, 19, 1, 0, 40, 95, 25, 100, 35, 99, 60, 68, 31, 49, 0, 4
100, 88, 100, 46, 76, 73, 48, 44, 40, 16, 35, 0, 56, 20, 29, 50, 6
44, 68, 56, 40, 12, 2, 0, 0, 25, 38, 66, 71, 96, 15, 6, 73, 8
0, 70, 22, 99, 50, 100, 45, 59, 28, 22, 39, 84, 69, 4, 49, 8, 2
14, 96, 77, 93, 30, 14, 96, 60, 66, 61, 100, 32, 54, 0, 0, 10, 5
50, 98, 38, 100, 61, 62, 61, 16, 39, 0, 38, 37, 58, 41, 15, 85, 7
81, 98, 86, 9, 59, 67, 51, 100, 88, 66, 2, 24, 87, 53, 13, 14, 9
9, 100, 17, 85, 0, 38, 27, 0, 82, 9, 98, 53, 13, 87, 5, 89, 0
25, 84, 64, 79, 82, 71, 42, 52, 15, 11, 100, 9, 46, 0, 0, 12, 3
100, 100, 32, 100, 27, 18, 5, 62, 34, 58, 61, 36, 41, 1, 0, 0, 5
90, 100, 37, 88, 20, 49, 12, 20, 51, 0, 100, 17, 64, 41, 0, 44, 6
0, 6, 0, 50, 65, 45, 32, 81, 13, 9, 4, 65, 31, 100, 100, 99, 5
72, 90, 70, 87, 24, 44, 0, 94, 54, 100, 100, 82, 31, 50, 70, 98, 9
32, 100, 87, 74, 0, 46, 51, 37, 68, 48, 96, 59, 86, 27, 81, 0, 4
100, 82, 16, 100, 74, 70, 34, 42, 0, 20, 86, 12, 59, 8, 100, 98, 2
74, 100, 82, 86, 37, 63, 0, 39, 76, 41, 100, 47, 61, 24, 21, 82, 4
68, 92, 100, 77, 77, 83, 64, 65, 43, 47, 26, 29, 15, 12, 0, 0, 1
15, 83, 35, 100, 62, 82, 62, 68, 100, 51, 84, 21, 44, 0, 0, 9, 3
68, 98, 9, 100, 69, 79, 61, 59, 60, 25, 100, 44, 73, 23, 17, 0, 4
25, 100, 0, 63, 49, 17, 43, 0, 86, 64, 100, 52, 74, 90, 32, 97, 0
0, 84, 31, 100, 81, 37, 73, 74, 87, 51, 100, 29, 67, 15, 17, 0, 3
0, 53, 33, 93, 76, 1, 44, 43, 79, 74, 53, 49, 28, 25, 12, 22, 1
51, 80, 28, 100, 56, 82, 37, 48, 11, 20, 96, 72, 62, 1, 100, 0, 2
92, 47, 92, 90, 49, 100, 11, 74, 0, 65, 64, 0, 99, 18, 100, 57, 0
0, 96, 9, 3, 50, 100, 47, 64, 22, 32, 56, 80, 60, 5, 100, 19, 2
62, 100, 49, 72, 88, 43, 100, 45, 89, 69, 53, 28, 54, 43, 52, 0, 4
16, 100, 6, 65, 58, 34, 24, 0, 3, 29, 14, 48, 46, 99, 100, 99, 5
0, 96, 56, 100, 68, 74, 64, 46, 48, 75, 9, 24, 39, 49, 100, 58, 7
0, 83, 55, 100, 100, 79, 94, 38, 69, 49, 40, 76, 32, 0, 91, 57, 7
9, 83, 66, 72, 91, 100, 0, 91, 44, 74, 49, 73, 43, 37, 78, 0, 9
43, 100, 66, 86, 0, 76, 39, 0, 28, 11, 100, 53, 85, 97, 34, 97, 0
35, 57, 0, 47, 1, 0, 81, 5, 86, 68, 100, 75, 58, 100, 60, 28, 0
9, 74, 73, 23, 52, 48, 37, 0, 2, 13, 71, 18, 9, 99, 100, 100, 5
40, 100, 8, 89, 0, 59, 70, 34, 95, 45, 100, 60, 68, 31, 56, 0, 4
17, 54, 26, 89, 2, 100, 32, 61, 40, 86, 4, 83, 40, 3, 100, 1, 1
92, 90, 51, 100, 34, 76, 87, 79, 82, 67, 92, 29, 53, 4, 80, 0, 9
100, 100, 52, 53, 16, 61, 0, 29, 22, 0, 73, 10, 80, 40, 10, 46, 6
65, 87, 100, 100, 73, 87, 37, 74, 64, 58, 67, 21, 36, 0, 0, 12, 5
23, 88, 0, 47, 20, 7, 66, 0, 100, 29, 91, 76, 52, 88, 12, 78, 0
100, 86, 67, 100, 24, 80, 0, 3, 0, 16, 41, 65, 63, 24, 18, 35, 6
100, 95, 49, 100, 14, 71, 0, 34, 21, 0, 64, 16, 39, 45, 29, 67, 6
24, 31, 22, 27, 38, 25, 1, 0, 0, 39, 0, 78, 46, 16, 100, 100, 5
30, 100, 70, 85, 0, 66, 0, 48, 56, 34, 65, 28, 96, 28, 100, 0, 4
39, 100, 50, 72, 20, 61, 0, 29, 18, 0, 76, 6, 34, 31, 5, 33, 6
0, 100, 38, 98, 48, 59, 38, 34, 74, 0, 18, 39, 58, 45, 100, 46, 7
19, 60, 33, 88, 100, 100, 93, 70, 51, 48, 98, 27, 63, 0, 0, 90, 3
56, 26, 31, 68, 0, 38, 27, 25, 83, 22, 100, 50, 91, 34, 76, 0, 4
50, 92, 66, 100, 39, 82, 42, 32, 70, 38, 4, 9, 32, 0, 99, 8, 5
58, 85, 100, 100, 65, 96, 24, 70, 23, 55, 70, 48, 60, 83, 0, 0, 5
13, 95, 71, 100, 93, 71, 8, 19, 94, 42, 100, 12, 43, 0, 0, 20, 3
55, 100, 4, 70, 0, 72, 60, 32, 100, 57, 22, 71, 70, 21, 47, 0, 4
38, 54, 75, 41, 92, 84, 71, 58, 38, 28, 73, 11, 41, 0, 0, 6, 3
55, 92, 100, 73, 22, 59, 43, 59, 72, 40, 32, 1, 46, 0, 0, 0, 5
0, 90, 41, 100, 69, 86, 59, 64, 45, 43, 33, 22, 93, 3, 61, 0, 2
15, 66, 9, 47, 49, 44, 54, 8, 9, 38, 0, 68, 37, 97, 100, 28, 5
0, 95, 0, 100, 61, 80, 34, 40, 44, 0, 17, 27, 3, 39, 100, 47, 7
28, 100, 1, 75, 0, 45, 70, 38, 100, 26, 88, 58, 60, 29, 34, 0, 4
0, 98, 18, 100, 84, 72, 62, 34, 12, 0, 1, 26, 44, 37, 100, 38, 7
26, 100, 6, 58, 59, 94, 100, 50, 61, 28, 0, 79, 30, 60, 16, 98, 9
100, 53, 95, 68, 46, 100, 11, 69, 0, 26, 34, 95, 76, 25, 88, 62, 0
60, 95, 85, 100, 45, 96, 48, 14, 44, 13, 100, 33, 59, 0, 0, 4, 5
93, 100, 27, 90, 24, 52, 37, 9, 96, 0, 92, 94, 29, 50, 0, 17, 6
59, 100, 0, 74, 52, 36, 48, 0, 0, 18, 52, 98, 100, 94, 19, 94, 8
0, 75, 4, 98, 64, 78, 100, 92, 72, 70, 46, 2, 27, 24, 25, 45, 7
51, 100, 45, 99, 11, 28, 0, 25, 34, 66, 82, 20, 74, 48, 68, 31, 6
26, 77, 0, 27, 28, 0, 69, 15, 49, 52, 5, 97, 44, 100, 4, 84, 0
93, 100, 50, 87, 27, 37, 93, 70, 91, 44, 89, 18, 57, 1, 0, 0, 9
73, 39, 39, 1, 44, 72, 33, 62, 38, 24, 25, 50, 30, 0, 100, 0, 1
75, 100, 57, 91, 83, 63, 6, 33, 93, 1, 62, 0, 70, 22, 0, 12, 6
41, 83, 88, 70, 78, 93, 41, 80, 48, 64, 100, 87, 56, 1, 0, 93, 9
100, 100, 93, 85, 67, 72, 47, 58, 27, 42, 7, 74, 0, 14, 13, 0, 1
100, 100, 58, 94, 21, 66, 5, 35, 17, 4, 74, 0, 62, 29, 0, 37, 6
85, 47, 44, 87, 11, 54, 0, 16, 50, 0, 100, 20, 25, 46, 8, 41, 6
70, 66, 26, 100, 78, 99, 77, 64, 41, 34, 19, 7, 47, 3, 100, 0, 2
2, 79, 0, 65, 17, 100, 71, 99, 100, 81, 77, 60, 58, 24, 47, 0, 7
80, 94, 75, 100, 47, 20, 31, 85, 87, 92, 100, 44, 76, 0, 0, 19, 9
100, 92, 2, 100, 48, 66, 72, 30, 28, 55, 0, 20, 34, 48, 49, 61, 8
38, 66, 7, 44, 0, 17, 45, 24, 87, 30, 12, 68, 64, 100, 11, 65, 0
25, 100, 0, 68, 29, 39, 93, 97, 100, 53, 51, 80, 49, 40, 47, 0, 4
0, 55, 34, 30, 53, 100, 87, 63, 47, 26, 12, 0, 34, 5, 100, 5, 1
0, 91, 36, 100, 66, 76, 73, 39, 63, 0, 39, 19, 61, 33, 21, 33, 7
61, 68, 13, 46, 0, 41, 37, 0, 98, 10, 100, 60, 89, 100, 6, 97, 0
21, 89, 59, 100, 79, 61, 0, 31, 1, 56, 32, 2, 67, 0, 100, 17, 2
80, 93, 0, 100, 7, 62, 78, 44, 64, 0, 0, 20, 56, 74, 100, 90, 8
30, 86, 20, 13, 68, 35, 32, 0, 0, 77, 89, 51, 39, 100, 100, 100, 5
44, 92, 28, 100, 100, 99, 76, 52, 91, 43, 83, 14, 42, 0, 0, 13, 3
44, 3, 15, 89, 0, 47, 81, 42, 100, 71, 82, 60, 52, 30, 25, 0, 4
50, 80, 76, 100, 93, 32, 78, 62, 79, 38, 82, 12, 42, 0, 0, 9, 3
36, 38, 68, 100, 67, 89, 57, 52, 36, 13, 89, 0, 50, 5, 100, 8, 1
94, 57, 38, 96, 51, 100, 55, 52, 36, 5, 0, 0, 51, 0, 100, 2, 1
43, 100, 18, 71, 0, 39, 35, 22, 38, 32, 98, 63, 76, 31, 58, 51, 4
5, 57, 57, 90, 41, 45, 36, 0, 59, 14, 32, 39, 49, 48, 100, 55, 7
82, 80, 47, 100, 5, 75, 17, 60, 34, 0, 85, 14, 100, 55, 85, 30, 0
25, 95, 18, 55, 59, 40, 22, 0, 0, 16, 55, 66, 52, 99, 100, 100, 5
24, 74, 54, 100, 96, 72, 61, 38, 7, 30, 0, 0, 47, 7, 100, 25, 2
100, 100, 74, 99, 80, 98, 45, 72, 65, 51, 53, 56, 29, 9, 0, 0, 5
95, 77, 46, 100, 5, 71, 54, 79, 95, 75, 100, 28, 88, 0, 0, 6, 9
0, 39, 35, 32, 64, 75, 97, 14, 100, 88, 81, 59, 61, 29, 43, 0, 1
100, 72, 74, 100, 35, 73, 65, 53, 84, 65, 90, 25, 55, 79, 0, 2, 9
0, 76, 27, 84, 100, 2, 81, 80, 64, 60, 42, 40, 28, 48, 8, 0, 1
22, 29, 53, 100, 59, 66, 43, 32, 22, 0, 0, 33, 49, 27, 100, 42, 7
100, 100, 76, 87, 64, 23, 50, 58, 38, 44, 24, 24, 12, 14, 0, 22, 1
0, 66, 22, 100, 100, 29, 99, 65, 65, 2, 24, 15, 70, 1, 86, 0, 2
21, 97, 0, 33, 18, 8, 68, 0, 3, 78, 91, 81, 44, 100, 30, 68, 0
28, 100, 0, 66, 15, 6, 65, 0, 100, 38, 92, 81, 43, 99, 7, 63, 0
28, 81, 59, 100, 72, 73, 43, 27, 6, 48, 100, 16, 50, 0, 0, 10, 3
13, 100, 0, 87, 12, 21, 53, 0, 94, 19, 100, 60, 75, 96, 32, 97, 0
46, 100, 0, 100, 7, 61, 63, 30, 48, 0, 8, 28, 77, 64, 100, 98, 8
16, 56, 30, 100, 54, 79, 36, 5, 0, 3, 19, 11, 59, 7, 100, 0, 2
84, 100, 16, 87, 88, 59, 100, 49, 19, 0, 0, 30, 39, 67, 21, 96, 8
30, 68, 34, 93, 95, 100, 100, 53, 66, 35, 72, 11, 1, 0, 76, 74, 2
53, 100, 37, 93, 10, 58, 0, 20, 45, 0, 100, 80, 62, 94, 0, 50, 6
47, 100, 14, 69, 0, 31, 27, 0, 77, 13, 100, 48, 86, 26, 38, 98, 0
94, 100, 47, 78, 33, 50, 0, 3, 68, 0, 100, 19, 81, 46, 8, 53, 6
0, 88, 76, 100, 40, 76, 24, 50, 4, 25, 23, 4, 62, 0, 61, 0, 2
76, 61, 23, 100, 69, 94, 62, 87, 25, 8, 21, 18, 14, 0, 100, 3, 2
75, 100, 23, 96, 31, 75, 82, 48, 100, 65, 91, 27, 50, 4, 0, 0, 9
54, 92, 38, 72, 0, 31, 31, 0, 79, 83, 100, 55, 85, 90, 37, 100, 0
49, 100, 15, 80, 0, 37, 25, 1, 67, 78, 100, 31, 100, 75, 62, 47, 0
69, 94, 76, 100, 8, 70, 82, 76, 69, 85, 100, 46, 74, 36, 0, 0, 9
27, 84, 44, 100, 0, 69, 56, 66, 76, 74, 100, 36, 9, 5, 7, 0, 9
0, 36, 99, 57, 65, 78, 100, 100, 59, 77, 60, 52, 40, 26, 21, 0, 1
0, 34, 39, 52, 74, 75, 100, 69, 92, 83, 77, 55, 62, 28, 52, 0, 1
24, 85, 69, 100, 32, 68, 43, 35, 7, 22, 0, 0, 27, 16, 100, 1, 2
51, 100, 12, 82, 0, 36, 24, 0, 70, 86, 80, 46, 5, 88, 40, 37, 0
38, 85, 14, 100, 93, 81, 77, 54, 100, 34, 93, 9, 45, 52, 0, 13, 3
6, 73, 36, 100, 45, 99, 31, 30, 39, 0, 8, 10, 52, 7, 100, 64, 2
0, 88, 35, 100, 73, 97, 98, 88, 91, 26, 42, 0, 62, 14, 71, 12, 7
7, 100, 2, 76, 0, 46, 52, 30, 100, 40, 18, 58, 88, 29, 28, 0, 4
36, 67, 55, 98, 17, 83, 0, 52, 43, 61, 65, 41, 44, 7, 4, 67, 5
100, 100, 56, 40, 21, 58, 7, 40, 41, 59, 76, 29, 50, 57, 0, 78, 6
52, 73, 17, 100, 100, 80, 71, 55, 94, 45, 32, 67, 49, 0, 0, 40, 3
84, 100, 85, 80, 20, 99, 15, 19, 67, 49, 100, 20, 48, 31, 0, 15, 6
69, 52, 65, 96, 31, 16, 0, 46, 60, 32, 100, 46, 77, 17, 67, 0, 4
0, 91, 70, 100, 47, 83, 59, 43, 66, 0, 53, 5, 21, 43, 92, 46, 7
38, 81, 48, 95, 100, 100, 74, 72, 83, 28, 92, 20, 44, 49, 0, 0, 3
0, 92, 57, 63, 100, 89, 86, 95, 54, 18, 31, 0, 60, 37, 78, 46, 7
0, 53, 71, 69, 77, 89, 100, 97, 86, 75, 73, 55, 58, 24, 60, 0, 1
36, 84, 90, 2, 84, 57, 100, 75, 22, 0, 5, 40, 9, 86, 84, 36, 5
66, 100, 11, 88, 38, 45, 71, 1, 0, 0, 93, 41, 22, 46, 51, 88, 8
23, 79, 0, 46, 6, 5, 53, 81, 89, 29, 100, 71, 19, 100, 25, 83, 0
27, 100, 59, 78, 23, 53, 1, 49, 27, 15, 77, 6, 54, 34, 0, 36, 6
77, 75, 0, 38, 14, 0, 65, 4, 93, 40, 100, 79, 60, 100, 26, 46, 0
93, 100, 53, 92, 60, 59, 56, 8, 0, 0, 11, 35, 62, 57, 100, 84, 8
2, 100, 24, 75, 2, 100, 0, 18, 65, 0, 100, 10, 67, 34, 21, 32, 6
0, 60, 45, 36, 68, 83, 76, 66, 89, 48, 100, 30, 87, 12, 46, 0, 3
76, 58, 63, 91, 21, 75, 60, 67, 34, 59, 100, 31, 54, 0, 0, 6, 9
100, 100, 83, 25, 61, 71, 93, 57, 24, 43, 20, 24, 7, 14, 0, 0, 1
0, 70, 9, 100, 44, 4, 35, 60, 14, 27, 21, 16, 60, 0, 100, 3, 2
58, 100, 19, 74, 0, 32, 27, 0, 76, 25, 100, 65, 74, 99, 18, 85, 0
75, 100, 38, 82, 74, 53, 80, 71, 87, 46, 100, 20, 54, 61, 33, 0, 9
0, 13, 7, 68, 59, 85, 100, 100, 86, 76, 67, 50, 49, 26, 39, 0, 1
32, 84, 65, 100, 76, 75, 66, 57, 21, 30, 79, 7, 87, 0, 0, 3, 3
78, 66, 31, 86, 57, 71, 88, 41, 100, 53, 22, 17, 54, 1, 0, 0, 9
53, 96, 91, 100, 41, 87, 47, 64, 5, 47, 100, 22, 55, 4, 38, 0, 5
0, 67, 21, 68, 70, 86, 100, 100, 82, 75, 8, 60, 48, 25, 33, 0, 1
33, 100, 0, 80, 19, 93, 0, 76, 99, 79, 94, 79, 55, 85, 57, 95, 4
33, 58, 0, 48, 2, 5, 52, 0, 92, 31, 12, 74, 63, 40, 9, 83, 0
83, 75, 48, 18, 17, 60, 56, 100, 100, 79, 50, 36, 58, 0, 0, 0, 9
39, 94, 45, 62, 93, 41, 67, 20, 7, 6, 0, 51, 18, 90, 100, 55, 5
100, 100, 67, 19, 37, 69, 14, 35, 8, 0, 50, 79, 20, 41, 0, 6, 6
0, 89, 34, 100, 59, 81, 48, 53, 22, 26, 24, 0, 70, 7, 100, 71, 2
44, 82, 54, 73, 0, 2, 12, 0, 68, 6, 100, 39, 93, 77, 44, 90, 0
100, 86, 15, 100, 7, 2, 79, 37, 81, 0, 35, 26, 83, 65, 81, 93, 8
6, 31, 82, 100, 45, 75, 15, 47, 0, 13, 39, 0, 46, 24, 48, 25, 6
63, 97, 17, 91, 0, 55, 15, 17, 11, 0, 72, 17, 100, 64, 86, 100, 0
38, 44, 31, 59, 28, 79, 21, 100, 93, 79, 70, 54, 69, 26, 71, 0, 1
0, 76, 31, 100, 67, 82, 47, 44, 36, 13, 5, 1, 24, 4, 34, 0, 2
21, 83, 25, 100, 82, 98, 79, 72, 56, 0, 43, 12, 31, 36, 100, 35, 7
60, 100, 31, 85, 0, 63, 14, 52, 69, 46, 100, 46, 78, 23, 60, 0, 4
69, 100, 24, 81, 53, 50, 47, 36, 100, 43, 80, 8, 2, 32, 25, 60, 4
22, 100, 63, 99, 43, 85, 53, 54, 100, 97, 89, 23, 45, 8, 0, 0, 5
